Entry	yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD0155CE6	Gene ontology IDs	Gene names
Q86VZ5	259230	GO:0000138; GO:0000139; GO:0002950; GO:0005634; GO:0005783; GO:0005886; GO:0005887; GO:0006686; GO:0006915; GO:0006954; GO:0010628; GO:0016020; GO:0016301; GO:0030148; GO:0030173; GO:0030176; GO:0033188; GO:0046513; GO:0047493; GO:0071222; GO:0071356; GO:2001242	SGMS1 MOB SMS1 TMEM23
P47031	853363	GO:0005634; GO:0005737; GO:0071218	IML2 YJL082W J1007
Q9USD4	2540068	GO:0000009; GO:0000030; GO:0005783; GO:0005789; GO:0006486; GO:0006487; GO:0006488; GO:0016021; GO:0052824; GO:0052917	alg12 SPBC1734.12c
P06103	854543	GO:0001732; GO:0002183; GO:0003743; GO:0005852; GO:0006413; GO:0010494; GO:0016282; GO:0031369; GO:0033290; GO:0043614	PRT1 CDC63 YOR361C
P53051	853204	GO:0000023; GO:0004556; GO:0004574; GO:0004575; GO:0005739; GO:0009313; GO:0046352	IMA1 YGR287C
P36053	853697	GO:0000993; GO:0005634; GO:0006368; GO:0008023; GO:0046872; GO:0048096	ELF1 YKL160W YKL614
P38904	852075	GO:0005634; GO:0005829; GO:0010629	SPP41 YDR464W
Q6NZM9	208727	GO:0000118; GO:0000122; GO:0000978; GO:0001085; GO:0001501; GO:0002076; GO:0003677; GO:0003682; GO:0003714; GO:0004407; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006338; GO:0006476; GO:0008134; GO:0008270; GO:0008284; GO:0008285; GO:0010592; GO:0010832; GO:0010882; GO:0014894; GO:0014911; GO:0016575; GO:0017053; GO:0019789; GO:0019901; GO:0030017; GO:0030018; GO:0030955; GO:0031594; GO:0031672; GO:0032041; GO:0032991; GO:0033235; GO:0033558; GO:0033613; GO:0034983; GO:0040029; GO:0042493; GO:0042641; GO:0042802; GO:0042826; GO:0043393; GO:0043433; GO:0043525; GO:0045668; GO:0045820; GO:0045892; GO:0045893; GO:0045944; GO:0048661; GO:0048742; GO:0051091; GO:0051153; GO:0070491; GO:0070555; GO:0070932; GO:0070933; GO:0071260; GO:0071356; GO:0071374; GO:1902894; GO:1903428; GO:1990841	Hdac4
O74448	2539218	GO:0000122; GO:0003755; GO:0005634; GO:0005829; GO:0006369; GO:0006457; GO:0007049; GO:0031124; GO:0034243; GO:0051301	pin1 SPCC16C4.03
Q12318	851091	GO:0000725; GO:0000730; GO:0005634; GO:0035861; GO:0070987; GO:0097196	PSY3 YLR376C L8039.17
O74747	2539686	GO:0000790; GO:0003697; GO:0005634; GO:0006301; GO:0006513; GO:0009411; GO:0036297; GO:0043142; GO:0043161; GO:0046872; GO:0061630; GO:0070647; GO:0097505; GO:1990920	rhp18 SPBC1734.06
O94513	2541089	GO:0001732; GO:0003743; GO:0005634; GO:0005737; GO:0005829; GO:0005852; GO:0006413; GO:0016282; GO:0032436; GO:0033290; GO:0034613; GO:0070196; GO:0071540; GO:1900182	int6 eif3e yin6 SPBC646.09c
P12709	852495	GO:0004347; GO:0005739; GO:0005829; GO:0006094; GO:0006096; GO:0016866; GO:0048029; GO:0051156	PGI1 YBR196C YBR1406
P25044	851368	GO:0001403; GO:0004725; GO:0005737; GO:0006470; GO:0007124	PTP1 YDL230W
Q10199	2540112	GO:0000281; GO:0001786; GO:0005547; GO:0005737; GO:0005826; GO:0005829; GO:0005856; GO:0005886; GO:0008092; GO:0032153; GO:0070273; GO:0098753; GO:0120104; GO:1903474; GO:1903475; GO:1903476	imp2 SPBC11C11.02
P47821	855706	GO:0000122; GO:0000307; GO:0000411; GO:0000979; GO:0005634; GO:0010673; GO:0016538; GO:0016592; GO:0045737; GO:0045944; GO:1901409	SSN8 GIG3 NUT9 SRB11 UME3 YNL025C N2805
P47052	853405	GO:0000104; GO:0005749; GO:0006099; GO:0006121; GO:0008177; GO:0009055; GO:0009061; GO:0045282; GO:0045333; GO:0050660	YJL045W J1194
Q06164	851030	GO:0000724; GO:0000725; GO:0005634; GO:0006302; GO:0006974; GO:0031297; GO:0035361; GO:0045144; GO:0051301	MMS22 SLM2 YLR320W
P43556	850497	GO:0000935; GO:0005096; GO:0005737; GO:0005856; GO:0005886; GO:0007264; GO:0008092; GO:0032153	RGD2 YFL047W
P28482	5594	GO:0000165; GO:0000187; GO:0001784; GO:0003677; GO:0004674; GO:0004707; GO:0004708; GO:0005524; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005769; GO:0005770; GO:0005794; GO:0005815; GO:0005829; GO:0005856; GO:0005886; GO:0005901; GO:0005925; GO:0006468; GO:0006915; GO:0006935; GO:0006974; GO:0007049; GO:0007165; GO:0007268; GO:0007411; GO:0007611; GO:0008134; GO:0008284; GO:0008353; GO:0008543; GO:0010468; GO:0010628; GO:0010800; GO:0014066; GO:0014069; GO:0015966; GO:0016032; GO:0016301; GO:0018105; GO:0018107; GO:0019233; GO:0019858; GO:0019902; GO:0030168; GO:0030278; GO:0030335; GO:0030424; GO:0030641; GO:0030878; GO:0031143; GO:0031435; GO:0031647; GO:0031663; GO:0032212; GO:0032839; GO:0032872; GO:0032991; GO:0033160; GO:0033598; GO:0034198; GO:0034614; GO:0035094; GO:0035556; GO:0035578; GO:0038095; GO:0038096; GO:0038127; GO:0042473; GO:0042802; GO:0043204; GO:0043312; GO:0043330; GO:0043627; GO:0045596; GO:0045727; GO:0045893; GO:0048538; GO:0050852; GO:0050853; GO:0051090; GO:0051403; GO:0051493; GO:0051973; GO:0060020; GO:0060291; GO:0060324; GO:0060425; GO:0060440; GO:0060716; GO:0061308; GO:0070371; GO:0070849; GO:0071276; GO:0071310; GO:0071356; GO:0072584; GO:0072686; GO:0090170; GO:0097011; GO:1900034; GO:1903351; GO:1904355; GO:1904813; GO:2000641	MAPK1 ERK2 PRKM1 PRKM2
Q1HBJ4	5594	GO:0001784; GO:0004707; GO:0004708; GO:0005524; GO:0005654; GO:0005739; GO:0005829; GO:0005901; GO:0006974; GO:0008134; GO:0008284; GO:0008353; GO:0014069; GO:0015966; GO:0018105; GO:0018107; GO:0019233; GO:0019858; GO:0019902; GO:0030278; GO:0030335; GO:0030424; GO:0030641; GO:0030878; GO:0031143; GO:0031435; GO:0031663; GO:0032839; GO:0032991; GO:0033160; GO:0033598; GO:0035094; GO:0042473; GO:0042802; GO:0043204; GO:0043330; GO:0043627; GO:0045596; GO:0045727; GO:0045893; GO:0048538; GO:0050852; GO:0050853; GO:0060020; GO:0060291; GO:0060324; GO:0060425; GO:0060440; GO:0060716; GO:0061308; GO:0070371; GO:0071356; GO:0097011	MAPK1 hCG_32557
Q499G7	5594	GO:0004707; GO:0005524; GO:0005622	MAPK1
A0A024RBV4	4281	GO:0005737; GO:0007026; GO:0008270; GO:0015630	MID1 hCG_1811944
A0A087X0X0	4281	GO:0005622; GO:0008270	MID1
A0A087X255	4281	GO:0005622; GO:0008270; GO:0016021	MID1
O15344	4281	GO:0000226; GO:0005819; GO:0005829; GO:0005874; GO:0005875; GO:0007026; GO:0007389; GO:0008017; GO:0008270; GO:0016740; GO:0031625; GO:0032874; GO:0035372; GO:0042802; GO:0042803; GO:0046982; GO:0051219; GO:0060333	MID1 FXY RNF59 TRIM18 XPRF
P06774	852614	GO:0000436; GO:0003677; GO:0003700; GO:0016602; GO:0043457	HAP2 YGL237C
P40204	850528	GO:0000387; GO:0000398; GO:0003723; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0034719; GO:0043186; GO:0046540; GO:0071004; GO:0071013	SMX2 SNP2 YFL017W-A YFL017Bw
P25628	850415	GO:0005783; GO:0005789; GO:0008204; GO:0016021; GO:0016125; GO:0034737; GO:0034738	ARE1 SAT2 YCR048W YCR48W
P32340	854919	GO:0001300; GO:0005739; GO:0005743; GO:0005759; GO:0006116; GO:0006120; GO:0008137; GO:0042802; GO:0043065	NDI1 YML120C YM7056.06C
Q2M2E5	285668	GO:0005576	C5orf64
A0A024R1A3	7317	GO:0004839; GO:0005524; GO:0005654; GO:0005829	UBE1 hCG_17406
P22314	7317	GO:0003723; GO:0004839; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006974; GO:0016567; GO:0070062	UBA1 A1S9T UBE1
P42073	851776	GO:0003682; GO:0003723; GO:0005634; GO:0005829; GO:0005847; GO:0006470; GO:0030846; GO:0031124; GO:0031126; GO:1900364; GO:1901901; GO:1903501	REF2 YDR195W YD9346.06
Q03776	851821	GO:0000243; GO:0000395; GO:0000398; GO:0003723; GO:0005685; GO:0071004	PRP42 MUD16 SNU65 YDR235W YD8419.02
P32387	852014	GO:0003735; GO:0005762; GO:0032543	MRP20 MRPL41 YDR405W D9509.23
Q08734	854442	GO:0016021	YOR268C
P41734	854293	GO:0006083; GO:0016042; GO:0016788	IAH1 EST2 YOR126C O3287 YOR3287C
Q91W53	57437	GO:0000139; GO:0002178; GO:0005795; GO:0006612; GO:0006893; GO:0018230; GO:0031228; GO:0043001; GO:0050821	Golga7 MNCb-1213
Q9UT39	2542845	GO:0000790; GO:0003682; GO:0005634; GO:0005829; GO:0005847; GO:0006378; GO:0006379; GO:0048188; GO:0080182; GO:1905213; GO:1990567	SPAC824.04
Q06836	856210	GO:0000139; GO:0005086; GO:0006887; GO:0016192; GO:0032014; GO:0034067; GO:0034976	SYT1 YPR095C P9513.17
A0A024R4E2	23435	GO:0001205; GO:0003723; GO:0005654; GO:0005726; GO:0005737; GO:0016607; GO:0032024; GO:0034976; GO:0035061; GO:1990837	TARDBP hCG_2005583
Q13148	23435	GO:0001205; GO:0001933; GO:0003690; GO:0003700; GO:0003723; GO:0003727; GO:0003730; GO:0005634; GO:0005654; GO:0005726; GO:0005737; GO:0006366; GO:0006397; GO:0008380; GO:0010629; GO:0016607; GO:0032024; GO:0034976; GO:0035061; GO:0042802; GO:0042981; GO:0043922; GO:0051726; GO:0070935; GO:0071765; GO:1990837; GO:1990904	TARDBP TDP43
Q9H256	23435		TARDBP hCG_2005583
Q12016	853991	GO:0000329; GO:0005739; GO:0015031; GO:0016021; GO:0032511; GO:0034424	VPS68 YOL129W
P50623	851495	GO:0000022; GO:0000794; GO:0005524; GO:0005634; GO:0016925; GO:0019789; GO:0051301; GO:0061656	UBC9 YDL064W
P08092	2540580	GO:0000122; GO:0000746; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0010515; GO:0035556; GO:0042308; GO:0044843; GO:0051321; GO:0051447; GO:0110045; GO:1900087	ran1 pat1 SPBC19C2.05
P40376	2539781	GO:0000324; GO:0000433; GO:0004674; GO:0004691; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005952; GO:0010515; GO:0019933; GO:0045014; GO:0045721; GO:0046827; GO:1903759	pka1 tpk SPBC106.10
O13734	2542788	GO:0000070; GO:0000775; GO:0000778; GO:0000780; GO:0000781; GO:0005634; GO:0005720; GO:0005737; GO:0031933; GO:0045143; GO:0051301; GO:0072356; GO:0072686; GO:0072687; GO:1990421	sgo2 SPAC15A10.15
P36095	853825	GO:0000815; GO:0000920; GO:0005737; GO:0005771; GO:0015031; GO:0032509; GO:0042802; GO:0043162; GO:0045324; GO:0070676; GO:1904669	VPS24 DID3 YKL041W YKL254
Q03153	855123	GO:0005743; GO:0033615; GO:0048255	ATP25 YMR098C YM6543.05C
P47075	853441	GO:0000329; GO:0000822; GO:0005516; GO:0005783; GO:0006797; GO:0006799; GO:0007034; GO:0008976; GO:0016021; GO:0016237; GO:0031310; GO:0033254; GO:0042144; GO:0048016	VTC4 PHM3 YJL012C J1345
Q02796	856052	GO:0005634; GO:0006279; GO:0006513; GO:0016571; GO:0016574	LGE1 YPL055C
O14318	2539644	GO:0000922; GO:0001077; GO:0003677; GO:0005634; GO:0005829; GO:0006879; GO:0016602; GO:0072686; GO:0090375	php4 SPBC16E9.01c SPBP16F5.09c
Q12697	854466	GO:0000329; GO:0005524; GO:0006812; GO:0006874; GO:0006882; GO:0008270; GO:0015662; GO:0016021; GO:0030026; GO:0030145; GO:0055085; GO:1903135; GO:1990816	YPK9 YOR291W
P38221	852317	GO:0004605; GO:0005783; GO:0005789; GO:0006658; GO:0016021; GO:0016024; GO:0046488; GO:0070319	CDS1 CDG1 YBR029C YBR0313
O42933	2539761	GO:0000032; GO:0004169; GO:0005783; GO:0005789; GO:0012505; GO:0016021; GO:0035269	ogm4 oma4 SPBC16C6.09
P42845	855407	GO:0000083; GO:0005737; GO:0008134; GO:0030907; GO:0033309; GO:0070822; GO:1900423	STB1 YNL309W N0384
P39731	851197	GO:0000070; GO:0000818; GO:0000922; GO:0005737; GO:0007059; GO:0034501; GO:0051301; GO:0051382	MTW1 DSN3 NSL2 YAL034W-A YAL034AW
Q06169	851034	GO:0005777; GO:0005779; GO:0005783; GO:0007031; GO:0032581	PEX30 YLR324W
Q10135	2541832	GO:0000790; GO:0003677; GO:0005634; GO:0005829; GO:0006338; GO:0016491; GO:0033169; GO:0033193; GO:0051445	lsd2 saf140 swm2 SPAC23E2.02
P38262	852399	GO:0000118; GO:0003714; GO:0005634; GO:0006355; GO:0006357; GO:0016575; GO:0031939; GO:0032874; GO:0034967; GO:0045835	SIF2 EMB1 YBR103W YBR0832
P05737	852804	GO:0000463; GO:0000470; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0042273	RPL7A RPL6A RPL8A YL8A YGL076C
P36594	2540292	GO:0000790; GO:0003677; GO:0003899; GO:0005634; GO:0005665; GO:0005829; GO:0006366; GO:0046872	rpb1 SPBC28F2.12
P32797	851306	GO:0000723; GO:0000783; GO:0000784; GO:0007004; GO:0007049; GO:0010521; GO:0016233; GO:0032210; GO:0042802; GO:0043047; GO:0051301; GO:0051974; GO:0071166; GO:0098505; GO:1990879	CDC13 YDL220C
Q9P6Q6	2543671	GO:0004651; GO:0005634; GO:0006370; GO:0009452; GO:0016887; GO:0031533; GO:0098507	pct1 SPAC644.04
P38066	852247	GO:0003935; GO:0005525; GO:0008686; GO:0009231; GO:0019238; GO:0046872	RIB1 YBL033C YBL0417
O94701	2541203	GO:0005543; GO:0005634; GO:0005826; GO:0005829; GO:0032153; GO:0051286; GO:0120105; GO:1903474	fic1 SPBC83.18c
O60177	2540464	GO:0000724; GO:0000790; GO:0004003; GO:0005524; GO:0005634; GO:0005737; GO:0008270; GO:0032435; GO:0042262; GO:0061630; GO:0070647; GO:0140083; GO:1990505	SPBC23E6.02
P16861	853155	GO:0003872; GO:0005524; GO:0005739; GO:0005741; GO:0005945; GO:0006002; GO:0006007; GO:0006096; GO:0007035; GO:0016208; GO:0030388; GO:0042802; GO:0046872; GO:0048029; GO:0051259; GO:0051453; GO:0061621; GO:0070095; GO:1902600	PFK1 YGR240C G8599
Q12046	851318	GO:0000387; GO:0000398; GO:0000974; GO:0007049; GO:0017070; GO:0033120; GO:0036002; GO:0045292; GO:0045787; GO:0046872; GO:0071006; GO:0071007	CWC2 NTC40 SLC3 YDL209C D1041
Q09765	2542099	GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0016881; GO:0019781; GO:0045116	uba3 SPAC24H6.12c
P18296	2539442	GO:0004175; GO:0004197; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0006974; GO:0044732; GO:0051301; GO:0051306; GO:0051307; GO:0072686; GO:1990023; GO:1990520	cut1 SPCC5E4.04
P38768	856429	GO:0000492; GO:0005634; GO:0005732; GO:0005737; GO:0006364; GO:0006397; GO:0006457; GO:0008380; GO:0097255	PIH1 NOP17 YHR034C
Q00772	856425	GO:0000196; GO:0004674; GO:0004707; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005934; GO:0005935; GO:0006468; GO:0007165; GO:0008361; GO:0009272; GO:0010447; GO:0010468; GO:0010973; GO:0030242; GO:0030968; GO:0034976; GO:0035556; GO:0036498; GO:0042306; GO:0043332; GO:0051091; GO:0060237; GO:0071310; GO:0071470; GO:0090364	SLT2 MPK1 YHR030C
P38788	856461	GO:0002181; GO:0005524; GO:0005737; GO:0005829; GO:0005844; GO:0006364; GO:0006450; GO:0006452; GO:0006986; GO:0016887; GO:0031072; GO:0034605; GO:0034620; GO:0042026; GO:0042623; GO:0044183; GO:0051082; GO:0051083; GO:0051085; GO:0051787	SSZ1 PDR13 YHR064C
Q06568	850956	GO:0005634; GO:0005881; GO:0007049; GO:0030473; GO:0051010; GO:0051301	NDL1 YLR254C
Q9Y4A5	8295	GO:0000124; GO:0000125; GO:0000812; GO:0003712; GO:0005634; GO:0005654; GO:0005794; GO:0006355; GO:0016573; GO:0016578; GO:0016579; GO:0030914; GO:0033276; GO:0035267; GO:0036459; GO:0043967; GO:0043968; GO:1904837	TRRAP PAF400
Q05790	850910	GO:0004553; GO:0005619; GO:0006037; GO:0009277; GO:0016757; GO:0016810; GO:0030476; GO:0031505	CRR1 YLR213C
P21268	853283	GO:0000750; GO:0000751; GO:0004861; GO:0005634; GO:0005737; GO:0043332; GO:0046872; GO:0051301; GO:0051457	FAR1 YJL157C J0565
P38715	856504	GO:0003729; GO:0004032; GO:0005634; GO:0005737; GO:0008106; GO:0016491; GO:0019388; GO:0019568; GO:0032866; GO:0034599; GO:0042843; GO:0071470	GRE3 YHR104W
P38068	852302	GO:0000324; GO:0004362; GO:0005794; GO:0005796; GO:0005801; GO:0009055; GO:0015035; GO:0016021; GO:0034599; GO:0042803; GO:0045454; GO:0046872; GO:0051537	GRX7 GRX6 YBR014C YBR0219
Q04018	855285	GO:0016021	YMR244W YM9408.06
O13983	2542036	GO:0000405; GO:0005524; GO:0005634; GO:0006289; GO:0035861; GO:0043140; GO:0070914; GO:1901255	hrq1 SPAC23A1.19c SPAC26H5.01c
P41411	2540013	GO:0000278; GO:0000790; GO:0001934; GO:0003688; GO:0003689; GO:0004674; GO:0005524; GO:0005634; GO:0005656; GO:0006270; GO:0033314; GO:0043596; GO:0051301; GO:1902985; GO:1903468; GO:1905634	cdc18 SPBC14C8.07c
Q12748	851097	GO:0000778; GO:0006270; GO:0007059; GO:0007094; GO:0034087; GO:0051301; GO:0051321	CTF3 CHL3 YLR381W
Q9Y4B6	9730	GO:0000122; GO:0001650; GO:0005524; GO:0005634; GO:0005737; GO:0016032; GO:0016567; GO:0030183; GO:0030331; GO:0033151; GO:0035212; GO:0080008; GO:1990244; GO:1990245	DCAF1 KIAA0800 RIP VPRBP
P46677	853191	GO:0003682; GO:0004402; GO:0005634; GO:0005669; GO:0005829; GO:0006366; GO:0017025; GO:0032947; GO:0043565; GO:0045944; GO:0046982; GO:0051123	TAF1 TAF130 TAF145 YGR274C G9374
A0A178UUL8	827702		AXX17_At4g23050
Q8GYM6	827702	GO:0000307; GO:0005634; GO:0007049; GO:0009615; GO:0010090; GO:0016538; GO:0045737; GO:0045944; GO:0048366; GO:0051301; GO:1901409	CYCT1-4 At4g19600 F24J7.161
P38626	854768	GO:0004128; GO:0005741; GO:0005789; GO:0005886; GO:0016021	CBR1 CBR CBR5 YIL043C
B3KS06	55275	GO:0000938; GO:0005829; GO:0042147	
Q5VIR6	55275	GO:0000938; GO:0005794; GO:0005829; GO:0007041; GO:0010008; GO:0015031; GO:0016020; GO:0032456; GO:0032588; GO:0042147; GO:0048471; GO:0055037; GO:1990745	VPS53 PP13624
Q9Y2I8	22884	GO:0030687; GO:0070545	WDR37 KIAA0982
P21264	854295	GO:0004638; GO:0005524; GO:0006144; GO:0006164; GO:0006189; GO:0043727; GO:0046872	ADE2 YOR128C O3293 YOR3293C
P32476	853086	GO:0004506; GO:0005783; GO:0005789; GO:0005811; GO:0006696; GO:0008144; GO:0016021; GO:0016126; GO:0031090; GO:0050660	ERG1 YGR175C
P20459	853463	GO:0001731; GO:0003743; GO:0005840; GO:0005850; GO:0005851; GO:0006413; GO:0010494; GO:0033290; GO:0043022; GO:0043614	SUI2 TIF211 YJR007W J1429
P53131	852757	GO:0000390; GO:0000462; GO:0000463; GO:0000466; GO:0003723; GO:0004004; GO:0005524; GO:0006364; GO:0030490; GO:0034459; GO:0042273; GO:0071014	PRP43 YGL120C
P25555	850346	GO:0000723; GO:0000781; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0010494; GO:0016973; GO:0043047; GO:0071014; GO:0071028; GO:1990904; GO:2000815	GBP2 RLF6 YCL011C YCL11C
Q12447	851643	GO:0004059; GO:0004145; GO:0005737; GO:0006325	PAA1 YDR071C
P0CD98	850673	GO:0005886; GO:0015250; GO:0016021	YLL053C L0587
P13393	856891	GO:0000126; GO:0000978; GO:0000979; GO:0000995; GO:0001016; GO:0001075; GO:0001092; GO:0001102; GO:0001179; GO:0001186; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005669; GO:0005672; GO:0006366; GO:0008134; GO:0008301; GO:0032991; GO:0042790; GO:0051123; GO:0070893; GO:0070898; GO:0097718	SPT15 BTF1 TBP1 YER148W
Q06109	856232	GO:0000002; GO:0005739	RRG8 YPR116W
P32854	854201	GO:0000011; GO:0000149; GO:0005484; GO:0005768; GO:0005794; GO:0006886; GO:0006896; GO:0006906; GO:0012505; GO:0016021; GO:0016236; GO:0031201; GO:0032258; GO:0048278	PEP12 VPS6 VPT13 YOR036W OR26.29
P53077	852626	GO:0004129; GO:0005751; GO:0006123	MTC3 YGL226W
Q12335	851596	GO:0003955; GO:0005576; GO:0010181; GO:0042802; GO:0055114	PST2 YDR032C D3422 YD9673.02C
Q05610	851866	GO:0005628; GO:0006511; GO:0030476; GO:0031624; GO:0043130; GO:0051301; GO:0070056	DON1 YDR273W D9954.4
Q04172	852002	GO:0005743; GO:0007005; GO:0007007; GO:0016021	SHE9 MDM33 YDR393W D9509.13
B4DXU5	10062	GO:0000122; GO:0000978; GO:0001077; GO:0003707; GO:0004879; GO:0005737; GO:0006351; GO:0008270; GO:0010875; GO:0010887; GO:0042632; GO:0043031; GO:0044255; GO:0045861; GO:0050728; GO:0070328; GO:0071222; GO:0090188; GO:0090341; GO:0090575; GO:0120163	NR1H3
B5MBY7	10062	GO:0003700; GO:0003707; GO:0005634; GO:0006351; GO:0008270; GO:0043565	NR1H3
F1D8N1	10062	GO:0003700; GO:0003707; GO:0005634; GO:0006351; GO:0008270; GO:0043565	NR1H3
Q13133	10062	GO:0000122; GO:0000790; GO:0000976; GO:0000977; GO:0000981; GO:0003677; GO:0003707; GO:0003713; GO:0004879; GO:0005634; GO:0005654; GO:0005737; GO:0006367; GO:0006629; GO:0007275; GO:0008134; GO:0008270; GO:0010745; GO:0010867; GO:0010870; GO:0010875; GO:0010887; GO:0015485; GO:0030154; GO:0030374; GO:0032270; GO:0032369; GO:0032376; GO:0032570; GO:0032810; GO:0034145; GO:0038023; GO:0042632; GO:0042752; GO:0043031; GO:0043235; GO:0043277; GO:0044212; GO:0045723; GO:0045893; GO:0045944; GO:0048550; GO:0050728; GO:0051006; GO:0055088; GO:0055092; GO:0060336; GO:0070328; GO:0071222; GO:0090188; GO:0090341; GO:0090575; GO:0120163; GO:2000325	NR1H3 LXRA
P91353	172204	GO:0003735; GO:0005739; GO:0005840; GO:0006412	mrpl-24 F59A3.3
P53958	855686	GO:0005634; GO:0005737; GO:0071406	BOP3 YNL042W N2670
O94451	2541580	GO:0000019; GO:0005634; GO:0007131; GO:0008270; GO:0010520; GO:0016925; GO:0030999; GO:0032207; GO:0035861; GO:0036297; GO:0061665; GO:2000042	pli1 SPAC1687.05
A0A1U8QHJ2	2872132	GO:0016021	AN4332.2
Q5B548	2872132	GO:0005783; GO:0016021; GO:0046513; GO:0050291	ANIA_04332
Q12463	853996	GO:0000049; GO:0003723; GO:0004809; GO:0005737; GO:0005829; GO:0006400; GO:0008757; GO:0030488; GO:0043528	TRM11 YOL124C
P38720	856589	GO:0004616; GO:0005737; GO:0009051; GO:0019521; GO:0034599; GO:0050661	GND1 YHR183W
P32564	852940	GO:0000422; GO:0005739; GO:0016021	SCM4 YGR049W
Q10443	2543030	GO:0005826; GO:0010971; GO:0032153; GO:0071341; GO:0120105; GO:1902406; GO:1903617	SPAC12B10.10
P20795	851112	GO:0000324; GO:0000329; GO:0005524; GO:0005829; GO:0006623; GO:0006896; GO:0006897; GO:0006904; GO:0007033; GO:0030897; GO:0032889; GO:0033263; GO:0034727; GO:0035542; GO:0042144; GO:0048278; GO:0051469; GO:0099022	VPS33 SLP1 VAM5 YLR396C L8084.15
P47142	853566	GO:0000433; GO:0000814; GO:0005198; GO:0006623; GO:0042803; GO:0043162; GO:0043328; GO:1904669	VPS25 VPT25 YJR102C J1957
P07271	854941	GO:0000002; GO:0000722; GO:0000723; GO:0000727; GO:0000733; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0005657; GO:0005730; GO:0005739; GO:0005743; GO:0006260; GO:0006310; GO:0010521; GO:0031966; GO:0032211; GO:0032508; GO:0043141; GO:0043596; GO:0044806; GO:0051276; GO:0051880; GO:0071932	PIF1 TST1 YML061C YM9958.01C
P63162	6638	GO:0000398; GO:0003723; GO:0005654; GO:0005681; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005737; GO:0008380; GO:0009725; GO:0030532; GO:0046540; GO:0071004; GO:0071013	SNRPN HCERN3 SMN
X5DP00	6638	GO:0005654	SNRPN hCG_15924
P22141	856731	GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005789; GO:0005839; GO:0010498; GO:0010499; GO:0019774; GO:0034515; GO:0043161; GO:0061133	PRE1 YER012W
P15108	855224	GO:0000492; GO:0000723; GO:0005524; GO:0005739; GO:0006457; GO:0006458; GO:0016887; GO:0034605; GO:0042026; GO:0042623; GO:0043248; GO:0051082	HSC82 YMR186W YM8010.16
A1A4G1	79654	GO:0004842; GO:0016874	HECTD3 hCG_1815097
B3KU34	79654	GO:0004842; GO:0016874	
Q5T447	79654	GO:0004842; GO:0019905; GO:0043161; GO:0048471	HECTD3
P40510	854736	GO:0004617; GO:0006564; GO:0009070; GO:0051287; GO:0061759	SER33 YIL074C
Q06667	851910	GO:0005524; GO:0005634; GO:0032958; GO:0035299; GO:0052746; GO:0070481	IPK1 GSL1 YDR315C
P40480	854694	GO:0016575; GO:0034967; GO:0045835	HOS4 YIL112W
Q9UT98	2543173	GO:0003951; GO:0005524; GO:0005739; GO:0005759; GO:0006741; GO:0019674; GO:0042736	pos5 SPAC323.01c
P40525	854759	GO:0002181; GO:0003735; GO:0022625; GO:0042254	RPL34B YIL052C
Q03281	852069	GO:0005635; GO:0005639	HEH2 YDR458C D8035.2
P16664	851714	GO:0000139; GO:0005794; GO:0005829; GO:0007049; GO:0017112; GO:0017137; GO:0032045; GO:0034066; GO:0042147; GO:0051301	RGP1 YDR137W YD9302.13
A0ZT98	83942	GO:0000287; GO:0004674; GO:0005524; GO:0007286; GO:0018105; GO:0031514; GO:0044877	TSSK1 hCG_1642560
Q9BXA7	83942	GO:0000287; GO:0001669; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007275; GO:0007286; GO:0018105; GO:0031514; GO:0035556; GO:0044877	TSSK1B SPOGA1 SPOGA4 STK22A STK22D TSSK1 FKSG81
Q03940	851771	GO:0000492; GO:0000812; GO:0004003; GO:0005524; GO:0005634; GO:0006281; GO:0006338; GO:0006357; GO:0016573; GO:0031011; GO:0035267; GO:0043141; GO:0043486; GO:0097255	RVB1 TIH1 TIP49A YDR190C
Q08924	855919	GO:0005737; GO:0005768; GO:0008033; GO:0032456	RTT10 ERE2 TRM734 YPL183C
P40087	856886	GO:0000149; GO:0004190; GO:0005737; GO:0005886; GO:0006511; GO:0009306; GO:0016192; GO:0043130; GO:0043328	DDI1 VSM1 YER143W
