Entry	yourlist:M2018111714483A1C7ED25EE8374758DF3FD545FD01369DP	Gene ontology IDs
P27882	852916	GO:0005739; GO:0005758; GO:0006879; GO:0015035; GO:0016971; GO:0016972; GO:0034599; GO:0045041; GO:0050660
Q3E778	1466448	
Q06697	851136	GO:0000993; GO:0003682; GO:0005634; GO:0006362; GO:0006368; GO:0016570; GO:0016593; GO:0031124; GO:0032968; GO:0034402; GO:0035327; GO:0045910; GO:0090262; GO:1990269; GO:2001165; GO:2001173; GO:2001209; GO:2001255
P43355	4100	GO:0000122; GO:0005634; GO:0005737; GO:0005886; GO:0042826; GO:0045746
P0CY13	850458	GO:0003677; GO:0005634
Q9H9A7	80010	GO:0000166; GO:0000712; GO:0000724; GO:0002023; GO:0005654; GO:0006260; GO:0009749; GO:0016604; GO:0031422; GO:0035264; GO:0042593
P24783	855611	GO:0000184; GO:0003723; GO:0004004; GO:0005524; GO:0005634; GO:0005737; GO:0006364; GO:0008186; GO:0071042; GO:1990120
P53208	852898	GO:0004623; GO:0005743; GO:0035965; GO:0052689; GO:0055088
P36145	853936	GO:0003677; GO:0005673; GO:0006366; GO:0006367; GO:0097550
P41948	855580	GO:0005886; GO:0007124; GO:0008519; GO:0015696; GO:0016021; GO:0019740
A0A1D5PC18	427887	GO:0000786; GO:0003677; GO:0005634; GO:0046982
P84247	427887	GO:0000786; GO:0005634; GO:0006334; GO:0031492; GO:0046982
P14907	853409	GO:0000055; GO:0000056; GO:0005543; GO:0005643; GO:0006409; GO:0006606; GO:0006607; GO:0007049; GO:0016973; GO:0017056; GO:0031965; GO:0044613; GO:0044615; GO:0097064
P38237	852349	GO:0004197; GO:0004843; GO:0005634; GO:0005737; GO:0008270; GO:0016579; GO:0043161; GO:0045721
P34237	853675	GO:0000139; GO:0006891; GO:0030173; GO:0048193
Q08215	854113	GO:0005778; GO:0005779; GO:0005789; GO:0016562; GO:0043495
P39683	854384	GO:0000183; GO:0000781; GO:0001302; GO:0004514; GO:0004516; GO:0005634; GO:0005829; GO:0006348; GO:0009435; GO:0019358; GO:0034355
Q9P209	55722	GO:0000086; GO:0005813; GO:0005829; GO:0007051; GO:0007099; GO:0010389; GO:0033566; GO:0034451; GO:0042802; GO:0097711; GO:1904779
P06839	856918	GO:0000019; GO:0000112; GO:0000439; GO:0000717; GO:0003684; GO:0004003; GO:0005524; GO:0005634; GO:0005675; GO:0005829; GO:0006366; GO:0006979; GO:0009411; GO:0010525; GO:0033683; GO:0043139; GO:0043141; GO:0045893; GO:0045951; GO:0046872; GO:0051539; GO:0070816
P32462	855441	GO:0006696; GO:0016126; GO:0030176; GO:0050613; GO:0050661
Q04930	851809	GO:0000790; GO:0003714; GO:0005634; GO:0005737; GO:0010688
P53009	852797	GO:0004672; GO:0005524
P0C2I5	850853	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0032197; GO:0046872
P38925	854027	GO:0005384; GO:0005886; GO:0006825; GO:0006826; GO:0006828; GO:0006876; GO:0006878; GO:0015086; GO:0015295; GO:0015691; GO:0016021; GO:0022890; GO:0030026; GO:0046872
P32831	852513	GO:0000932; GO:0003723; GO:0003729; GO:0007005; GO:0010494; GO:0048471; GO:0061158; GO:1990446; GO:1990904
P38087	852401	GO:0005342; GO:0005739; GO:0005743; GO:0006839; GO:0016021; GO:0055085
Q06336	851960	GO:0005802; GO:0005829; GO:0006895; GO:0006896; GO:0030131; GO:0043130; GO:0043328
P31384	851212	GO:0000076; GO:0000175; GO:0000288; GO:0000289; GO:0000932; GO:0003723; GO:0004535; GO:0005737; GO:0006260; GO:0006357; GO:0006368; GO:0007089; GO:0016593; GO:0030015; GO:0032968; GO:0046872; GO:0048478
P40150	855512	GO:0000054; GO:0002181; GO:0005524; GO:0005737; GO:0005829; GO:0005844; GO:0006364; GO:0006415; GO:0006450; GO:0006452; GO:0006986; GO:0010494; GO:0016887; GO:0031072; GO:0034605; GO:0034620; GO:0042026; GO:0042149; GO:0042623; GO:0044183; GO:0051082; GO:0051083; GO:0051085; GO:0051787
P16603	856438	GO:0003958; GO:0005741; GO:0005789; GO:0005829; GO:0005886; GO:0006696; GO:0009055; GO:0010181; GO:0016021; GO:0016491; GO:0050660; GO:0050661
P12385	852440	GO:0002184; GO:0003747; GO:0005829; GO:0006353; GO:0006415; GO:0010494; GO:0016149; GO:0018444; GO:1990825
Q3E815	1466530	GO:0016021
P38523	854407	GO:0000774; GO:0001405; GO:0005743; GO:0005759; GO:0030150; GO:0042026; GO:0042803; GO:0051082; GO:0051087
P26784	854673	GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005840; GO:0017148; GO:0022625
F2Z4J1	506900	GO:0000786; GO:0000790; GO:0003677; GO:0006325; GO:0008285; GO:0046982
Q04728	855084	GO:0004042; GO:0004358; GO:0005759; GO:0006526; GO:0006592; GO:0103045
P33303	853558	GO:0005469; GO:0005743; GO:0015741; GO:0015744; GO:0016021
P40508	854733	GO:0016021; GO:0031966
A0A024R8Y2	5451	GO:0003700; GO:0005654; GO:0005783; GO:0006351; GO:0043231; GO:0043565
P14859	5451	GO:0000978; GO:0000979; GO:0000981; GO:0000983; GO:0003677; GO:0005634; GO:0005654; GO:0005783; GO:0019221; GO:0042795; GO:0043231; GO:0043565; GO:0045892; GO:0045944; GO:0090575
P38750	856381	GO:0005215; GO:0005887; GO:0006821; GO:0015499; GO:0015724
P42947	853337	
P32945	855923	GO:0004721; GO:0004724; GO:0006470; GO:0046872; GO:0048037; GO:0090029
P13186	850785	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0006887; GO:0035556; GO:0046777
B0QYL9	5435	GO:0003677; GO:0003899; GO:0006351
F8WC47	5435	GO:0003677; GO:0003899; GO:0006351
P61218	5435	GO:0000398; GO:0001650; GO:0003677; GO:0003899; GO:0005634; GO:0005654; GO:0005665; GO:0005666; GO:0005736; GO:0005829; GO:0006283; GO:0006361; GO:0006363; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0006383; GO:0008543; GO:0016070; GO:0042795; GO:0045815; GO:0060964
P33760	855387	GO:0001302; GO:0005524; GO:0005777; GO:0005778; GO:0005829; GO:0006625; GO:0007031; GO:0016558; GO:0016562; GO:0016887; GO:0043335; GO:0046982
P38804	856487	GO:0005634; GO:0005737; GO:0006364; GO:0016070
A0A024R896	56904	GO:0005654; GO:0005829
B7ZC38	56904	GO:0005654; GO:0005829
Q9NR46	56904	GO:0005654; GO:0005737; GO:0005829; GO:0042802; GO:0045296
P41940	851504	GO:0000032; GO:0004475; GO:0005525; GO:0005737; GO:0006486; GO:0007049; GO:0009298
P39001	851788	GO:0000122; GO:0000978; GO:0001078; GO:0001081; GO:0006338; GO:0007124; GO:0008134; GO:0008270; GO:0009847; GO:0010673; GO:0010674; GO:0033698; GO:0034389; GO:0070491; GO:1900471; GO:1900472; GO:1900525
Q99247	854066	GO:0005737; GO:0043130; GO:1903003
P40038	856787	GO:0000307; GO:0005634; GO:0005737; GO:0005977; GO:0005979; GO:0005981; GO:0016538; GO:0019901
O43765	6449	GO:0005634; GO:0005737; GO:0005829; GO:0006620; GO:0016020; GO:0016032; GO:0030433; GO:0032947; GO:0042802; GO:0043621; GO:0061077; GO:0071816; GO:0072380; GO:0098850; GO:1903070; GO:1903071; GO:1903646; GO:1904288; GO:2000059
Q04338	855237	GO:0000149; GO:0005484; GO:0005789; GO:0005794; GO:0005829; GO:0006623; GO:0006888; GO:0006891; GO:0006896; GO:0006906; GO:0012507; GO:0016236; GO:0030173; GO:0031201; GO:0031902; GO:0042144; GO:0042147; GO:0048280
P38128	852480	GO:0000977; GO:0003700; GO:0005634; GO:0005737; GO:0008301; GO:0043565; GO:0046983; GO:0061393
P42223	851953	GO:0005794; GO:0015031; GO:0031505
Q99190	851547	GO:0000038; GO:0005789; GO:0016021; GO:0016491; GO:0042761; GO:0102758
P04840	855669	GO:0005739; GO:0005741; GO:0005758; GO:0006811; GO:0006915; GO:0007005; GO:0008308; GO:0015288; GO:0031307; GO:0042307; GO:0045454; GO:0046930; GO:0048039; GO:0051027; GO:0071902
P04912	852283	GO:0000788; GO:0000790; GO:0003677; GO:0006281; GO:0006325; GO:0006333; GO:0031298; GO:0046982
P35209	855217	GO:0000183; GO:0000781; GO:0006348; GO:0006357; GO:0030466
A0A024RBN1	5564	GO:0004679; GO:0005634; GO:0019901; GO:0031588; GO:0035878; GO:0050790; GO:0051291; GO:0120162
Q9Y478	5564	GO:0004672; GO:0004679; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0006633; GO:0007050; GO:0007165; GO:0010628; GO:0016236; GO:0019901; GO:0031588; GO:0035878; GO:0050790; GO:0051291; GO:0120162
P12868	855271	GO:0000329; GO:0004842; GO:0005768; GO:0005829; GO:0006886; GO:0006895; GO:0006904; GO:0007032; GO:0007040; GO:0016574; GO:0030674; GO:0030897; GO:0032889; GO:0033263; GO:0035542; GO:0036205; GO:0042144; GO:0045324; GO:0046872; GO:0099022
P32527	853202	GO:0000054; GO:0003677; GO:0005730; GO:0005737; GO:0005840; GO:0005844; GO:0006364; GO:0006450; GO:0006452; GO:0006457; GO:0036003; GO:0043022; GO:0051082; GO:0051083; GO:0060548; GO:0071409
P38793	856467	GO:0002939; GO:0005654; GO:0005737; GO:0005759; GO:0006400; GO:0008175; GO:0009019; GO:0030488; GO:0052906; GO:0070901
Q12429	850835	GO:0005524; GO:0005737; GO:0017178; GO:0017183
B4DZF8	5524	GO:0003755; GO:0005737; GO:0019211
F6WIT2	5524	GO:0003755; GO:0005654; GO:0005737; GO:0019211
Q15257	5524	GO:0000159; GO:0003755; GO:0005102; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0007052; GO:0008160; GO:0019888; GO:0032515; GO:0032516; GO:0034704; GO:0035307; GO:0035308; GO:0042803; GO:0043065; GO:0043666; GO:0046982; GO:0051721; GO:0070062
P47043	853390	GO:0000977; GO:0000981; GO:0005634; GO:0008270; GO:0034225; GO:0045944; GO:0097236
Q01766	856113	GO:0005737; GO:0009651; GO:0045944
P33419	855979	GO:0005200; GO:0005634; GO:0005823; GO:0007020; GO:0030474; GO:0042802
P05317	851052	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0070180
Q8C863	16396	GO:0000151; GO:0000209; GO:0002669; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005938; GO:0006511; GO:0006915; GO:0016020; GO:0016567; GO:0016874; GO:0031410; GO:0031901; GO:0032088; GO:0032991; GO:0035519; GO:0043021; GO:0043066; GO:0043161; GO:0043231; GO:0044389; GO:0045087; GO:0045236; GO:0045732; GO:0046329; GO:0046642; GO:0050687; GO:0051607; GO:0051865; GO:0061630; GO:0070534; GO:0070936; GO:0090085; GO:1990763; GO:2000646
P47152	853579	
Q03393	5805	GO:0003874; GO:0005737; GO:0005739; GO:0005829; GO:0006520; GO:0006729; GO:0007417; GO:0042802; GO:0042803; GO:0046872; GO:0051186
P47135	853553	GO:0000288; GO:0003729; GO:0005737; GO:0009277; GO:0032473; GO:0034629; GO:0051654
Q04007	851767	GO:0005737; GO:0015031
P53125	852744	GO:0000781; GO:0006338; GO:0006348; GO:0008623; GO:0046020
Q3E7B6	2732686	GO:0000032; GO:0000220; GO:0000329; GO:0007035; GO:0015991; GO:0016021; GO:0034622; GO:0042625; GO:0046961; GO:0055085; GO:1902600
P38234	852341	GO:0005737; GO:0010181; GO:0045121; GO:0055114
Q12458	851974	GO:0004032; GO:0004090; GO:0005737; GO:0008106; GO:0016491; GO:0019568; GO:0034599; GO:0042843
Q04235	855008	GO:0005737; GO:0006400; GO:0008175; GO:0008757; GO:0016765; GO:0030488; GO:0031591; GO:0102522
P38822	856514	GO:0005886; GO:0006897; GO:0007015; GO:0008047; GO:0009651; GO:0030479; GO:0030833; GO:0045010
A0A178W1S4	839690	
A8MS55	839690	GO:0005635; GO:0005829; GO:0005886
Q9C7F5	839690	GO:0005634; GO:0005635; GO:0005737; GO:0006606; GO:0006913; GO:0044613
P40204	850528	GO:0000387; GO:0000398; GO:0003723; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0034719; GO:0043186; GO:0046540; GO:0071004; GO:0071013
Q07528	851445	GO:0000407; GO:0000422; GO:0005768; GO:0005829; GO:0010008; GO:0015031; GO:0016236; GO:0019898; GO:0032258; GO:0032266; GO:0034045; GO:0034498
Q9UGJ1	27229	GO:0000922; GO:0000923; GO:0000930; GO:0005200; GO:0005813; GO:0005816; GO:0005829; GO:0005874; GO:0007020; GO:0008274; GO:0015630; GO:0016020; GO:0031122; GO:0043015; GO:0051321; GO:0051415; GO:0055037; GO:0065003; GO:0090307
P41834	854242	GO:0005484; GO:0005783; GO:0005789; GO:0006890; GO:0015031; GO:0016021; GO:0016320; GO:0031201; GO:0048279
P34232	853649	GO:0000055; GO:0000056; GO:0006606; GO:0006913; GO:0008565; GO:0016973; GO:0042272; GO:0044613
B2R4P9	3020	GO:0000786; GO:0001649; GO:0001740; GO:0003677; GO:0006997; GO:0007286; GO:0007338; GO:0007420; GO:0007566; GO:0008283; GO:0008584; GO:0009725; GO:0031508; GO:0031509; GO:0035264; GO:0042692; GO:0046982; GO:0048477; GO:0090230; GO:1902340
P84243	3020	GO:0000183; GO:0000228; GO:0000784; GO:0000786; GO:0000788; GO:0000979; GO:0000980; GO:0001649; GO:0001740; GO:0005576; GO:0005634; GO:0005654; GO:0006334; GO:0006336; GO:0006997; GO:0007286; GO:0007338; GO:0007420; GO:0007566; GO:0007596; GO:0008283; GO:0008584; GO:0009725; GO:0030307; GO:0031492; GO:0031508; GO:0031509; GO:0032200; GO:0032991; GO:0035264; GO:0042692; GO:0044267; GO:0045652; GO:0045814; GO:0046982; GO:0048477; GO:0060964; GO:0070062; GO:0090230; GO:1902340
P30624	854495	GO:0004467; GO:0005524; GO:0005811; GO:0005886; GO:0031956; GO:0035336; GO:0044539; GO:0102391; GO:1905329
P33894	854394	GO:0004177; GO:0005774; GO:0005802; GO:0007323; GO:0008236; GO:0016021; GO:0019236
Q00578	854663	GO:0000019; GO:0000112; GO:0000439; GO:0000717; GO:0001111; GO:0001113; GO:0003677; GO:0004003; GO:0005524; GO:0005634; GO:0005675; GO:0005829; GO:0006283; GO:0006366; GO:0006367; GO:0008134; GO:0009411; GO:0010525; GO:0015616; GO:0016973; GO:0032508; GO:0033683; GO:0043138; GO:0045944; GO:0070816; GO:0097550; GO:1901990; GO:1903025
P60605	22213	GO:0000209; GO:0004842; GO:0005524; GO:0005783; GO:0005829; GO:0006511; GO:0018279; GO:0030433; GO:0035458; GO:0042802; GO:0044257; GO:0061631; GO:0070936; GO:1904153
Q3U431	22213	GO:0005524; GO:0005783; GO:0005829; GO:0018279; GO:0030433; GO:0035458; GO:0042802; GO:0061631; GO:0070936; GO:1904153
P38922	855728	GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0016973; GO:0071014; GO:0071028; GO:1990904; GO:2000815
P32793	856409	GO:0006897; GO:0007015; GO:0030036; GO:0030479; GO:0032587; GO:0035091; GO:0051015; GO:0051017; GO:0051666; GO:1900027
Q04925	851808	GO:0005737; GO:0034599
Q04004	851764	GO:0005737; GO:0006457; GO:0007329; GO:0009968; GO:0031683
P25615	850372	GO:0003677; GO:0003887; GO:0005634; GO:0006302; GO:0006303; GO:0046872
P13856	853056	GO:0000755; GO:0003924; GO:0005525; GO:0005622; GO:0005886; GO:0005935; GO:0007120; GO:0007121; GO:0007264; GO:0032507
P15646	851548	GO:0000451; GO:0000494; GO:0003723; GO:0005654; GO:0005730; GO:0006356; GO:0006364; GO:0008171; GO:0008649; GO:0015030; GO:0031167; GO:0031428; GO:0032040; GO:0043144; GO:1990258; GO:1990259
P63261	71	GO:0001895; GO:0005200; GO:0005522; GO:0005524; GO:0005615; GO:0005634; GO:0005829; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0016020; GO:0030016; GO:0031625; GO:0031941; GO:0034329; GO:0038096; GO:0042802; GO:0043209; GO:0044305; GO:0045214; GO:0045335; GO:0048013; GO:0048488; GO:0061024; GO:0070062; GO:0070527; GO:0071346; GO:0072562; GO:0097433; GO:0098685
P32906	853595	GO:0004571; GO:0005509; GO:0005783; GO:0005789; GO:0006486; GO:0006491; GO:0016021; GO:0030433; GO:0035977
Q12672	856026	GO:0002181; GO:0003735; GO:0022625
Q9LUZ9	835972	GO:0005768; GO:0005769; GO:0005798; GO:0005886; GO:0016021; GO:0016567; GO:0016740; GO:0030100; GO:0031625; GO:0046872; GO:0071470; GO:1901000; GO:1903426
P38011	855143	GO:0001403; GO:0001934; GO:0001965; GO:0005080; GO:0005092; GO:0005634; GO:0005829; GO:0007186; GO:0017148; GO:0019899; GO:0022627; GO:0043022; GO:0072344; GO:1902660; GO:2001125
P42949	853340	GO:0001405; GO:0005743; GO:0005744; GO:0019904; GO:0030150
Q05648	851876	GO:0005743; GO:0016021
Q6UN15	81608	GO:0000398; GO:0003723; GO:0005654; GO:0005847; GO:0006369; GO:0006378; GO:0006406; GO:0031124; GO:0098789
P38213	852292	GO:0008047
P53192	852864	GO:0000139; GO:0005789; GO:0006890; GO:0016021; GO:0031966; GO:0043495; GO:0043529; GO:0045048; GO:0071816
O14160	2543603	GO:0002161; GO:0004832; GO:0005524; GO:0005739; GO:0005759; GO:0005829; GO:0006438; GO:0070185
Q08271	853988	GO:0005886; GO:0009277; GO:0030476; GO:0031225; GO:0031505; GO:0042124; GO:0071970
P32581	853338	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0010468; GO:0030435; GO:0035556; GO:0040020; GO:0051321; GO:1902596
P25573	850313	GO:0006515; GO:0016021; GO:0031942; GO:0051787
P40510	854736	GO:0004617; GO:0006564; GO:0009070; GO:0051287; GO:0061759
P25607	850465	GO:0016020
P27825	851241	GO:0005509; GO:0006457; GO:0030176; GO:0030246; GO:0030433; GO:0051082
Q03935	851846	GO:0000122; GO:0000981; GO:0001010; GO:0003677; GO:0005634; GO:0045944
P40187	854766	GO:0005979; GO:0019888
B3KR97	26119	
Q5SW96	26119	GO:0001540; GO:0001784; GO:0005546; GO:0005769; GO:0005829; GO:0005883; GO:0005886; GO:0006898; GO:0008203; GO:0009898; GO:0009925; GO:0030159; GO:0030276; GO:0030301; GO:0030424; GO:0030665; GO:0031623; GO:0034383; GO:0035591; GO:0035612; GO:0035615; GO:0035650; GO:0042632; GO:0042982; GO:0043393; GO:0048260; GO:0050750; GO:0055037; GO:0061024; GO:0071345; GO:0090118; GO:0090205; GO:1903076; GO:1904707; GO:1905581; GO:1905602
P16639	852867	GO:0004057; GO:0005737; GO:0016598
Q12325	850781	GO:0005886; GO:0008271; GO:0008272; GO:0015116; GO:0015301; GO:0016021
A0A024R8C7	81605	GO:0002098; GO:0005829; GO:0032447; GO:0034227
Q9BTM9	81605	GO:0002098; GO:0005829; GO:0032447; GO:0034227
P32375	854845	GO:0004038; GO:0005737; GO:0006145; GO:0008270; GO:0009442; GO:0016888; GO:0050897
P33400	856358	GO:0000122; GO:0001078; GO:0005634; GO:0005737; GO:0009272; GO:0010973; GO:0030437; GO:0043565; GO:0045944; GO:0046872; GO:0051321; GO:0071454; GO:0071469
A0A1B0GT81	12028	GO:0043065
Q07813	12028	GO:0001541; GO:0001764; GO:0001776; GO:0001777; GO:0001782; GO:0001783; GO:0001822; GO:0001836; GO:0001844; GO:0001974; GO:0002262; GO:0002352; GO:0002358; GO:0002904; GO:0005622; GO:0005634; GO:0005635; GO:0005737; GO:0005739; GO:0005741; GO:0005757; GO:0005783; GO:0005789; GO:0005829; GO:0006687; GO:0006808; GO:0006915; GO:0006919; GO:0006974; GO:0007007; GO:0007008; GO:0007281; GO:0007283; GO:0007399; GO:0007548; GO:0008053; GO:0008283; GO:0008285; GO:0008289; GO:0008584; GO:0008625; GO:0008630; GO:0008635; GO:0008637; GO:0009566; GO:0009611; GO:0009636; GO:0009651; GO:0009791; GO:0010212; GO:0010248; GO:0010332; GO:0010524; GO:0015267; GO:0016021; GO:0016032; GO:0021854; GO:0021987; GO:0030544; GO:0031072; GO:0031966; GO:0032091; GO:0032461; GO:0032471; GO:0032976; GO:0033137; GO:0033599; GO:0034644; GO:0035108; GO:0035234; GO:0042475; GO:0042802; GO:0042803; GO:0043065; GO:0043281; GO:0043496; GO:0043497; GO:0043523; GO:0043524; GO:0043525; GO:0043653; GO:0044877; GO:0045136; GO:0045333; GO:0046666; GO:0046930; GO:0046982; GO:0048087; GO:0048147; GO:0048471; GO:0048515; GO:0048597; GO:0048678; GO:0048872; GO:0048873; GO:0051087; GO:0051259; GO:0051260; GO:0051281; GO:0051400; GO:0051402; GO:0051434; GO:0051726; GO:0060011; GO:0060041; GO:0060058; GO:0060068; GO:0070059; GO:0070242; GO:0070584; GO:0071310; GO:0071944; GO:0072332; GO:0090200; GO:0097136; GO:0097144; GO:0097190; GO:0097191; GO:0097192; GO:0097193; GO:0097296; GO:1900103; GO:1902108; GO:1902110; GO:1902262; GO:1902263; GO:1902445; GO:1902512; GO:1990117; GO:2001234; GO:2001241; GO:2001244
Q544Z6	12028	GO:0001541; GO:0001764; GO:0001777; GO:0001782; GO:0001822; GO:0001836; GO:0001844; GO:0001974; GO:0002262; GO:0002352; GO:0002358; GO:0002904; GO:0005635; GO:0005741; GO:0005757; GO:0005789; GO:0005829; GO:0006687; GO:0006808; GO:0007281; GO:0008053; GO:0008289; GO:0008625; GO:0008630; GO:0008635; GO:0009566; GO:0009636; GO:0009651; GO:0010248; GO:0010332; GO:0015267; GO:0021854; GO:0021987; GO:0030544; GO:0032091; GO:0032461; GO:0032471; GO:0032976; GO:0033137; GO:0033599; GO:0034644; GO:0035234; GO:0042475; GO:0042803; GO:0043496; GO:0043497; GO:0043524; GO:0043525; GO:0043653; GO:0045136; GO:0046666; GO:0046982; GO:0048087; GO:0048147; GO:0048515; GO:0048597; GO:0048678; GO:0048873; GO:0051087; GO:0051260; GO:0051281; GO:0051402; GO:0051434; GO:0051726; GO:0051881; GO:0060011; GO:0060041; GO:0060058; GO:0060068; GO:0070059; GO:0070242; GO:0070584; GO:0071310; GO:0071944; GO:0072332; GO:0090200; GO:0097144; GO:0097192; GO:0097296; GO:1900103; GO:1902262; GO:1902263; GO:1902445; GO:1902512; GO:1990117; GO:2001234; GO:2001244
Q12140	851524	
P25587	850351	GO:0005811; GO:0030176; GO:0034389
Q12270	855830	GO:0000139; GO:0004252; GO:0016021; GO:0034399
P35734	853814	GO:0005737; GO:0005874; GO:0008608; GO:0031116; GO:0042729; GO:0044732; GO:0051010; GO:0051301; GO:0051315; GO:0051987; GO:0072686
P53150	852790	GO:0003682; GO:0005634; GO:0005737; GO:0006303; GO:0032807
Q12400	854060	GO:0000049; GO:0005654; GO:0005737; GO:0006400; GO:0009019; GO:0016423; GO:0030488; GO:0052905
P40575	854837	
P36010	853798	GO:0004550; GO:0005524; GO:0005758; GO:0005829; GO:0006165; GO:0006183; GO:0006228; GO:0006241; GO:0006281; GO:0006974; GO:0009142; GO:0046872
P21691	853976	GO:0000775; GO:0003682; GO:0005677; GO:0006343; GO:0030466; GO:0043565
P38741	856361	GO:0000381; GO:0003723; GO:0005634; GO:0005737; GO:0006279; GO:0007131; GO:0030435; GO:0045292; GO:0051321
Q3E825	1466419	
Q2V2P1	3799977	
P53914	855591	GO:0005524; GO:0005730; GO:0030688; GO:0042274; GO:0051391; GO:1904812; GO:1990883
P39971	856633	
P32591	853264	GO:0000436; GO:0003677; GO:0005634; GO:0005829; GO:0005987; GO:0016514; GO:0031496; GO:0042393; GO:0043044; GO:0044109; GO:0045944
Q07376	851506	GO:0000329; GO:0005215; GO:0006810; GO:0015718; GO:0016020; GO:0016021; GO:0055085
P09734	854915	GO:0000070; GO:0000226; GO:0000278; GO:0000280; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005816; GO:0005828; GO:0005874; GO:0005880; GO:0005881; GO:0007017; GO:0030473; GO:0045143; GO:0045298; GO:0098863
P53873	855534	GO:0000398; GO:0005634
P38302	852486	GO:0000398; GO:0000974; GO:0071006
P32445	850395	GO:0000002; GO:0003697; GO:0005739; GO:0006264; GO:0009295; GO:0042645; GO:0051096; GO:0090297
P81450	854893	GO:0000276; GO:0005753; GO:0015078; GO:0015986; GO:0016021; GO:0033615; GO:0051259; GO:0099132
Q7M4S9	852159	GO:0004386
P54999	856312	GO:0000387; GO:0000398; GO:0003723; GO:0005682; GO:0005685; GO:0005686; GO:0005732; GO:0008266; GO:0046540; GO:0071013; GO:1990935
Q12266	852279	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P43579	850534	GO:0005634; GO:0005829; GO:0031011; GO:0042766
Q02772	853491	GO:0005758; GO:0031305; GO:0033617
Q05637	851875	GO:0005774; GO:0016021
A0MNP4	66317	GO:0005829; GO:0016593; GO:0032968; GO:0035327; GO:0045638; GO:0051571; GO:0055087; GO:0080182; GO:2001162
D6RDC7	66317	
Q9ERF3	66317	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0016055; GO:0016593; GO:0032968; GO:0035327; GO:0045638; GO:0045944; GO:0051571; GO:0055087; GO:0080182; GO:2001162
Q92317	852006	GO:0000122; GO:0001047; GO:0003682; GO:0003714; GO:0005634; GO:0005671; GO:0006338; GO:0016480; GO:0017025; GO:0017054; GO:0045898; GO:0045944; GO:0046982; GO:0051123; GO:0061408
P47079	853447	GO:0005524; GO:0005832; GO:0006457; GO:0051082
P53304	853126	GO:0005783; GO:0008080; GO:0042493
Q04500	854881	GO:0000447; GO:0000472; GO:0000480; GO:0005524; GO:0005654; GO:0005730; GO:0031167; GO:0032040
Q7LHG5	854728	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
Q8TGU6	1466446	
P0C2J1	856284	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0032197; GO:0046872
